"","pitch_type","release_speed","pitcher","description","balls","strikes","plate_x","plate_z","home_score","away_score"
"29329","FF",90.1,452657,"called_strike",0,0,0.8034,2.2608,0,3
"29331","SI",98.5,592789,"called_strike",0,0,-0.4462,1.4333,1,2
"29334","SL",86.5,434378,"ball",0,2,0.821,0.6744,0,1
"29336","FF",93.9,502624,"ball",3,2,-1.3397,2.7268,0,0
"29338","KC",78.8,448306,"ball",0,0,0.1243,1.3347,4,0
"29343","CH",86,433587,"ball",1,1,1.0581,0.8511,2,0
"29345","CU",79.6,434378,"called_strike",0,1,0.5934,2.2794,0,1
"29346","FF",97.2,622663,"ball",3,1,0.5553,4.0801,0,2
"29348","FT",89.3,605400,"ball",0,1,1.8906,1.9749,0,1
"29354","FF",90.9,543606,"called_strike",2,0,1.2017,2.3544,0,0
"29357","SI",98.6,592789,"ball",1,2,-1.2652,1.6964,1,2
"29358","CU",72.4,477132,"ball",0,1,0.0619,3.9543,0,0
"29360","FF",93.9,434378,"called_strike",0,0,0.2086,1.6271,0,1
"29361","FF",92.5,605400,"called_strike",0,0,0.6579,1.8175,0,1
"29362","FT",89.4,448306,"ball",0,0,-1.1217,1.6248,4,0
"29363","SI",94,608665,"ball",0,0,0.588,0.8336,0,0
"29365","FF",97.5,622663,"called_strike",3,0,-0.1468,3.3959,0,2
"29366","FF",90.8,452657,"ball",0,0,-0.7894,0.6534,0,3
"29367","FF",91,543606,"ball",1,0,0.9896,3.6425,0,0
"29368","SL",85.4,433587,"ball",0,0,-0.2501,1.1979,2,0
"29369","CH",83.1,502624,"ball",2,2,-1.0606,1.1203,0,0
"29371","FF",95.5,502042,"ball",1,2,1.1764,2.4698,0,0
"29372","FF",96.3,622663,"ball",2,0,0.238,3.7955,0,2
"29374","FF",97.2,592351,"called_strike",0,1,-0.7436,2.238,2,1
"29376","SL",93.4,592789,"ball",0,2,2.394,0.8536,1,2
"29378","CU",72,543606,"ball",0,0,0.6569,1.3964,0,0
"29379","FF",93.6,502624,"ball",1,2,-0.2035,3.585,0,0
"29383","SI",98.8,592789,"called_strike",0,1,0.6563,2.0405,1,2
"29385","FF",96.5,592351,"called_strike",0,0,-0.0836,1.5547,2,1
"29387","FF",97.7,622663,"ball",1,0,-0.0646,3.9145,0,2
"29388","CU",77,430935,"ball",0,1,1.1618,3.7626,0,1
"29389","SI",94.9,608665,"called_strike",1,1,0.7026,2.0165,0,0
"29390","FF",88.9,452657,"called_strike",1,0,0.1853,1.5636,0,3
"29392","CU",79.4,433587,"called_strike",0,1,-0.6391,2.8681,2,0
"29393","SL",80.7,605164,"called_strike",1,2,0.7583,2.6488,0,0
"29395","SL",78.9,527054,"ball",1,2,2.5342,-0.2904,0,1
"29396","CH",83.9,502624,"ball",0,1,-0.7196,0.8482,0,0
"29397","FF",89.3,527054,"ball",0,2,-0.2579,4.1884,0,1
"29399","SI",94.5,608665,"called_strike",1,0,0.5457,2.1965,0,0
"29400","CU",78.2,430935,"called_strike",0,0,-0.6865,1.7217,0,1
"29401","FF",97.4,622663,"ball",0,0,-1.3048,4.6392,0,2
"29402","FF",89.8,452657,"ball",0,0,-0.6907,1.5313,0,3
"29405","SL",92.4,592789,"called_strike",0,0,0.946,3.2603,1,2
"29409","FF",97.2,592351,"ball",3,2,1.4644,2.1179,0,1
"29412","FF",97.4,622663,"ball",3,1,-0.5918,3.4329,0,2
"29414","SI",94.7,608665,"ball",0,0,-0.4022,1.205,0,0
"29416","CH",80.3,621389,"called_strike",3,1,0.2987,2.3847,0,0
"29417","FF",94.4,502042,"ball",0,0,0.3808,4.0848,0,0
"29419","FT",90.5,448306,"ball",1,1,-1.8826,1.887,4,0
"29420","FF",92.1,502624,"called_strike",0,0,-0.9023,2.7101,0,0
"29422","SI",90.6,621389,"called_strike",3,0,-0.9092,1.7969,0,0
"29425","FT",89.1,448306,"ball",0,1,-1.312,3.0194,4,0
"29426","CH",91.7,622663,"ball",2,1,1.5359,0.2455,0,2
"29427","FT",91.1,430935,"called_strike",3,1,0.3044,3.439,0,1
"29430","FT",91.6,605164,"ball",0,0,-0.4805,1.4292,0,0
"29432","SL",90.2,592351,"ball",2,2,1.8155,1.4379,0,1
"29433","FF",89.9,527054,"called_strike",0,0,-0.9501,2.6444,0,1
"29436","FF",97.7,592351,"ball",1,2,1.8229,2.5726,0,1
"29439","SL",87.2,622663,"ball",1,1,-1.3733,2.8508,0,2
"29440","FT",93.6,570632,"called_strike",2,0,0.5391,2.5872,0,3
"29442","KC",76.5,448306,"called_strike",0,0,-0.3731,2.3949,4,0
"29444","FC",87.5,430935,"ball",2,1,-0.9663,1.8244,0,1
"29446","FF",94,502042,"ball",1,1,-0.426,4.3035,0,0
"29447","SI",87.5,433587,"ball",2,2,-0.1258,-0.1435,2,0
"29448","FF",93.1,570632,"ball",1,0,1.4625,3.0755,0,3
"29449","FT",90.7,502624,"called_strike",0,0,-0.3179,2.0725,0,0
"29452","SL",94.1,592789,"ball",1,0,0.5788,1.445,1,0
"29453","CH",82.7,430935,"called_strike",2,0,-0.4004,1.744,0,1
"29454","FF",89.1,527054,"ball",1,2,-1.2482,5.2758,0,1
"29456","FF",91,605164,"ball",0,0,-1.2496,2.8762,0,0
"29458","SI",93.4,608665,"called_strike",0,0,0.4693,1.7994,0,0
"29459","SI",89.9,621389,"ball",1,0,-0.8467,2.0184,0,0
"29460","FF",97.7,622663,"called_strike",1,0,-0.5494,3.2889,0,2
"29461","KC",77.9,448306,"ball",2,2,0.0457,1.022,4,0
"29463","CH",82.5,430935,"ball",1,0,1.018,1.5392,0,1
"29464","FF",97.6,622663,"ball",0,0,-1.2907,3.7401,0,2
"29465","FF",92.3,502042,"ball",0,0,-1.042,5.5249,0,0
"29467","SI",87,433587,"ball",1,1,0.0041,0.9985,2,0
"29468","FT",93.8,570632,"ball",0,0,-1.5039,3.3793,0,3
"29471","SL",89.5,592351,"ball",0,1,1.7328,2.2959,0,1
"29473","SI",98.6,592789,"ball",0,0,-1.6943,1.5582,1,0
"29474","CU",73.2,605164,"called_strike",0,0,-1.1274,2.0471,0,0
"29477","FF",98.4,592789,"called_strike",1,2,-0.6098,1.7542,1,0
"29478","FF",90.3,502624,"ball",0,0,-0.9952,1.4868,0,0
"29479","SI",90.4,621389,"ball",3,1,0.0825,3.4841,0,0
"29480","CU",78.7,430935,"ball",0,0,-1.3117,0.7066,0,1
"29483","SL",78,527054,"ball",0,1,0.7527,0.5543,0,1
"29484","CU",80.9,433587,"ball",0,1,0.5431,0.4738,2,0
"29488","FT",95.2,570632,"ball",3,0,0.8356,1.6911,0,1
"29489","FF",89.6,527054,"called_strike",0,0,-7e-04,2.0328,0,1
"29491","SI",91,621389,"ball",2,1,1.0678,2.3338,0,0
"29493","SL",89,622663,"ball",1,2,-1.2759,2.0032,0,2
"29498","SI",91.5,433587,"called_strike",0,0,-0.0104,2.156,2,0
"29501","FF",90.9,448306,"ball",1,2,1.2538,2.0008,4,0
"29502","SI",97.8,592789,"ball",0,1,1.2166,2.5323,1,0
"29505","SL",84.6,430935,"ball",1,2,-1.5698,0.7649,0,1
"29506","FF",96.8,572070,"ball",1,1,-0.4002,4.1139,0,0
"29507","FF",95.3,502042,"ball",2,1,0.8572,3.6,0,0
"29512","SI",91.3,621389,"called_strike",2,0,-0.352,2.5247,0,0
"29513","FF",94.7,502042,"ball",1,1,-0.378,3.9711,0,0
"29514","SI",91.1,621389,"ball",1,0,-1.3583,1.8683,0,0
"29515","CH",83.5,448306,"ball",0,2,0.4621,1.2524,4,0
"29518","FT",94.7,570632,"ball",1,0,-1.2835,2.9025,0,1
"29520","SL",88.6,572070,"called_strike",1,0,-0.1035,3.1122,0,0
"29522","FF",97.3,592789,"called_strike",0,0,0.7246,2.0749,1,0
"29523","FF",88,527054,"called_strike",0,0,-0.2673,1.7695,0,1
"29524","SL",89.6,592351,"called_strike",0,0,0.395,2.503,0,1
"29525","FF",90.7,543606,"called_strike",1,1,1.0135,2.8532,0,0
"29527","SL",83.4,543606,"ball",0,1,1.6878,1.5443,0,0
"29529","SL",90.7,572070,"ball",0,0,-0.012,3.3367,0,0
"29531","CH",89.1,570632,"ball",0,0,-1.2965,1.7155,0,1
"29532","SI",90.6,621389,"ball",0,0,-0.4363,3.7174,0,0
"29534","FF",98.6,622663,"ball",0,0,0.3417,3.7272,0,2
"29535","FF",90.7,453385,"ball",1,2,1.0384,4.7195,0,0
"29538","CU",80.9,433587,"ball",1,2,1.2672,1.0904,2,0
"29540","SL",87.4,502042,"ball",0,0,0.0042,1.2501,0,0
"29543","FF",91.6,605400,"ball",0,0,-0.2487,3.105,0,1
"29544","FT",88.9,430935,"ball",0,0,0.2995,1.3016,0,1
"29545","SL",85.8,543606,"called_strike",0,0,0.3861,1.7832,0,0
"29546","SI",90.4,433587,"ball",0,2,-2.776,1.8856,2,0
"29547","FF",95.5,592351,"called_strike",3,1,-0.7955,2.609,0,1
"29549","SL",83.6,593372,"called_strike",0,0,-0.5598,2.9911,1,0
"29550","SI",91,621389,"called_strike",1,2,-0.7955,2.4143,0,0
"29561","CH",82.9,605400,"ball",3,0,-1.0238,2.3023,0,1
"29564","SL",89,592351,"ball",2,1,1.1941,2.4541,0,1
"29565","CH",84.3,605400,"ball",2,0,-0.2648,0.8788,0,1
"29566","FT",93.7,593372,"ball",1,0,-2.6929,4.7339,0,0
"29568","FF",95.6,592351,"ball",1,1,-1.3115,3.3044,0,1
"29569","FF",93.3,519242,"ball",0,1,1.9367,4.4338,0,0
"29570","FF",98.1,622663,"ball",1,1,0.1385,0.3576,0,2
"29571","FF",94.5,434378,"called_strike",0,0,0.6212,3.0092,0,1
"29573","CH",85.5,448306,"ball",1,0,0.3175,0.7651,1,0
"29575","",NA,453385,"ball",0,0,NA,NA,0,0
"29576","SL",85.3,570632,"ball",0,0,0.4056,3.7885,0,1
"29577","FF",90.3,433587,"called_strike",0,0,-1.1055,2.4092,2,0
"29579","CH",83.9,448306,"ball",0,0,-2.2826,2.3259,1,0
"29586","FF",93,605400,"ball",1,0,0.8182,3.3597,0,1
"29588","FF",97.5,622663,"ball",0,1,1.9585,1.5601,0,2
"29589","FF",95,593372,"ball",0,0,0.425,4.2511,0,0
"29591","CU",78.2,592351,"ball",0,0,0.2171,0.4693,0,1
"29592","CU",76.5,621389,"ball",0,1,-0.9569,0.9359,0,0
"29593","SL",85.8,593372,"ball",3,2,0.4524,-0.0586,0,0
"29594","FF",98.2,622663,"called_strike",0,0,-0.5885,2.0368,0,2
"29596","FT",95.7,570632,"ball",1,2,2.275,2.9568,0,1
"29599","CU",79.4,502624,"ball",1,2,0.9812,0.2159,0,0
"29600","SL",85,543606,"ball",2,0,2.1441,1.7751,0,0
"29603","FF",92,605400,"ball",0,0,0.6892,1.411,0,1
"29604","FF",90.8,543606,"ball",1,0,0.8331,4.0741,0,0
"29608","CH",89,593372,"ball",2,2,0.62,1.4538,0,0
"29611","FT",95,570632,"ball",0,2,0.217,3.3358,0,1
"29612","FF",93.4,502624,"called_strike",1,1,0.8051,2.1552,0,0
"29616","SL",86.4,434378,"ball",1,1,1.5138,-0.0429,0,1
"29617","SL",90.5,572070,"called_strike",1,1,0.6051,1.9978,0,0
"29618","FF",94.3,434378,"ball",0,1,0.4047,1.202,0,1
"29622","CH",83.1,502624,"ball",0,1,-1.5696,3.2259,0,0
"29625","KC",78,605400,"ball",0,2,1.2023,-0.2713,0,1
"29627","SL",77.2,519242,"called_strike",1,0,0.0506,2.4634,0,0
"29628","SI",90.5,621389,"called_strike",3,2,-0.5017,3.313,0,0
"29629","SL",84.8,543606,"ball",0,0,1.6591,0.7161,0,0
"29630","CH",80.7,621389,"ball",2,2,0.6366,0.6669,0,0
"29633","FT",90.3,519242,"ball",0,0,1.2809,3.2489,0,0
"29635","CH",88.7,593372,"ball",1,1,0.1418,1.0549,0,0
"29637","FF",94.6,434378,"called_strike",0,0,0.2748,1.707,0,1
"29643","FC",90.3,593372,"ball",0,1,2.4097,1.7328,0,0
"29649","SI",91,621389,"ball",1,2,0.2043,4.8974,0,0
"29650","SL",86.3,457918,"ball",1,1,-1.2147,3.8539,0,2
"29652","SI",92.6,446372,"called_strike",0,0,0.6391,1.723,0,0
"29655","FT",94.3,571578,"called_strike",1,2,0.3754,1.7516,0,1
"29665","FT",94.8,593372,"called_strike",0,0,-0.5435,2.5501,0,0
"29666","FF",91.2,543606,"ball",2,2,1.8458,2.8258,0,0
"29669","FT",90.8,605400,"called_strike",0,0,-0.2081,2.2548,0,1
"29670","CH",88.7,519242,"ball",1,2,1.096,1.3656,0,0
"29672","FS",85.7,543606,"ball",1,2,-0.493,1.2155,0,0
"29673","FF",89.7,448306,"called_strike",3,0,0.6976,2.1066,0,0
"29674","FF",95.3,572070,"ball",0,0,-0.4253,3.6922,0,0
"29675","CU",77.9,430935,"called_strike",0,0,0.1234,2.7096,0,1
"29676","SL",81.1,571578,"called_strike",1,1,0.3203,2.7777,0,1
"29678","SL",80.7,570632,"ball",1,2,-1.074,3.9533,0,1
"29679","CU",75,457918,"ball",0,0,0.5204,3.6746,0,2
"29682","CU",75.8,621389,"ball",0,1,-0.2505,0.2257,0,0
"29684","CH",87.4,570632,"ball",0,2,-1.4565,1.9849,0,1
"29685","FF",94.7,519242,"ball",0,2,0.1743,3.9069,0,0
"29687","FS",85.8,543606,"ball",0,2,-0.344,0.9408,0,0
"29688","SL",81.8,571578,"ball",0,1,-1.9387,1.2922,0,1
"29691","FF",91.2,448306,"ball",2,0,1.2292,1.7387,0,0
"29696","CU",77.7,502624,"ball",1,2,1.0535,1.0107,0,0
"29698","SI",92.3,446372,"ball",0,2,0.5863,3.3692,0,0
"29699","CH",86.8,519242,"called_strike",0,1,1.016,2.7395,0,0
"29700","FC",87.2,448306,"ball",1,0,0.6525,1.0791,0,0
"29701","FF",96.3,593372,"ball",1,1,1.1839,3.7565,0,0
"29703","SI",89.4,621389,"called_strike",0,0,0.8162,3.2158,0,0
"29704","FT",88.2,457918,"ball",2,1,1.3007,3.1631,0,2
"29708","FF",90.5,448306,"ball",0,0,1.0275,2.9069,0,0
"29713","FT",93.4,593372,"called_strike",1,0,-0.4939,2.2768,0,0
"29715","FT",93.8,519242,"called_strike",0,0,0.6822,2.4558,0,0
"29716","FF",93.2,457918,"ball",1,1,-1.6463,3.0864,0,2
"29717","FT",89.7,527054,"called_strike",1,0,0.7003,1.7681,0,1
"29718","FF",92.5,502624,"called_strike",1,1,0.6258,2.5649,0,0
"29719","FF",90.1,543606,"called_strike",0,0,-0.4184,2.7539,0,0
"29720","FC",92.5,608665,"ball",1,2,1.5587,3.0798,0,0
"29722","FF",94.2,608665,"ball",0,2,0.8736,4.3632,0,0
"29725","SL",78.6,571578,"ball",1,0,0.1528,0.7668,0,1
"29728","CH",80,430935,"ball",2,1,-0.3746,1.0994,0,1
"29733","FT",91.6,457918,"ball",0,1,1.3969,1.59,0,2
"29735","FF",91.3,502624,"ball",0,0,-0.6853,3.3716,0,0
"29737","CH",89.7,502042,"ball",2,2,0.2273,1.1206,0,0
"29739","FT",90.4,448306,"ball",0,1,0.813,1.2395,0,0
"29742","FT",93.4,571578,"ball",0,0,1.9785,1.3072,0,1
"29747","SI",94.3,608665,"called_strike",0,0,0.6963,2.1328,0,0
"29750","FF",90.1,448306,"called_strike",0,0,0.027,2.1447,0,0
"29751","SL",83.5,605164,"ball",2,1,0.0947,3.7587,0,0
"29753","FC",93.9,593372,"ball",1,1,1.0992,0.7135,0,0
"29754","FC",84.9,430935,"ball",1,0,1.5366,2.9819,0,1
"29755","FT",95.5,570632,"ball",0,2,0.7877,2.8263,0,1
"29760","FT",94.5,593372,"ball",0,1,1.4123,1.2316,0,0
"29762","FT",92.8,605164,"ball",1,1,-1.7318,3.0772,0,0
"29763","CU",77.1,430935,"ball",0,0,-2.0007,1.5355,0,1
"29765","SL",90.5,502042,"ball",1,2,0.8533,0.6378,0,0
"29766","FF",91.4,527054,"called_strike",1,1,-0.7549,1.8611,0,0
"29769","CU",80.9,433587,"ball",2,2,-0.0598,0.6253,0,0
"29770","SL",83.3,571578,"ball",1,2,-1.4881,1.1808,0,0
"29771","FT",91.8,457918,"called_strike",0,0,0.3954,1.5277,0,0
"29776","FF",94.1,571578,"ball",0,2,-0.9958,3.6149,0,0
"29780","FF",94.6,593372,"called_strike",0,0,-0.9101,3.2506,0,0
"29781","SI",87.2,433587,"ball",1,2,-0.441,0.3621,0,0
"29782","FF",92.1,605164,"ball",0,1,0.4083,1.1789,0,0
"29784","SL",81.8,518633,"ball",1,0,-1.7357,0.4197,0,0
"29786","FT",93.5,605164,"called_strike",0,0,-0.7363,3.0653,0,0
"29787","FT",93.1,518633,"ball",0,0,-1.3219,3.6704,0,0
"29789","FF",89.9,527054,"ball",0,0,1.9176,1.4673,0,0
"29791","FF",92.7,608665,"ball",0,1,-0.8299,4.9155,0,0
"29792","CH",89.4,570632,"ball",3,2,-1.5115,2.6542,0,1
"29794","CH",81,430935,"ball",0,1,0.9149,0.6589,0,1
"29795","FF",91.8,477132,"called_strike",0,0,-0.6295,2.9278,0,0
"29796","FF",92.4,433587,"ball",0,2,-1.8793,2.9677,0,0
"29799","SI",95,608665,"called_strike",0,0,-0.1617,1.7753,0,0
"29800","FF",95.8,502042,"ball",0,1,-1.8014,3.2264,0,0
"29804","FT",89.2,430935,"called_strike",0,0,0.2063,1.7483,0,1
"29807","SI",98.7,592789,"called_strike",1,0,-1.0048,2.6565,0,0
"29808","CU",80.1,433587,"called_strike",0,1,-0.7807,1.4231,0,0
"29811","FT",93.6,571578,"called_strike",0,0,1.0115,2.2307,0,0
"29815","CH",89.5,570632,"ball",2,1,-0.9409,1.5957,0,1
"29817","FF",92,605164,"ball",1,1,0.7024,4.2164,0,0
"29821","SL",80.1,527054,"ball",1,0,0.5897,1.2406,0,0
"29822","SI",90.9,433587,"called_strike",0,0,0.097,1.8127,0,0
"29824","SI",98.8,592789,"ball",0,0,-1.1302,2.0779,0,0
"29825","FT",88.7,527054,"ball",0,0,0.997,0.6174,0,0
"29827","FT",93.7,518633,"ball",0,0,-1.0067,1.7876,0,0
"29829","FF",93.6,571578,"called_strike",2,1,-0.6142,1.5226,0,0
"29833","FF",90.1,430935,"ball",0,0,1.2198,3.34,0,1
"29835","SL",80.4,453385,"ball",0,1,-1.0218,1.7809,0,0
"29838","FF",91.6,605164,"ball",0,0,-0.1251,1.3175,0,0
"29840","SI",94.7,608665,"called_strike",1,1,0.5986,1.6167,0,0
"29841","SL",90.6,477132,"ball",0,2,-1.2656,0.7805,0,0
"29843","SI",91.4,433587,"ball",0,0,-1.0308,2.3703,0,0
"29845","FF",92.9,457918,"ball",1,1,-0.2617,3.9592,0,0
"29846","CH",83.8,518633,"called_strike",0,2,0.0914,1.4039,0,0
"29850","FT",95,570632,"ball",1,0,-1.799,2.1483,0,1
"29852","FT",95.3,570632,"ball",0,0,-2.4455,2.4473,0,1
"29853","FF",88.2,430935,"ball",1,0,1.6279,2.2315,0,0
"29854","FF",91.9,571578,"ball",1,0,0.106,1.4088,0,0
"29859","SL",90.4,457918,"ball",0,1,-1.8524,0.017,0,0
"29860","SI",94,608665,"ball",0,1,-0.804,0.9252,0,0
"29861","FF",93.9,502042,"called_strike",0,0,-0.653,2.2512,0,0
"29862","FF",90,527054,"ball",0,1,-1.4985,2.1041,0,0
"29864","FT",92.6,518633,"called_strike",0,0,-0.0134,2.3409,0,0
"29865","FF",88.5,430935,"ball",0,0,1.0823,1.9378,0,0
"29866","FF",89.9,527054,"called_strike",0,0,-0.4357,2.2506,0,0
"29869","FF",92.2,457918,"called_strike",0,0,-0.2548,2.5514,0,0
"29871","FF",89.6,433587,"ball",0,0,-0.7797,0.8225,0,0
"29872","FF",91.8,571578,"ball",0,0,-0.6422,4.0275,0,0
"29873","FF",91.2,477132,"called_strike",0,0,-0.6425,3.2651,0,0
"29874","SI",93.7,608665,"called_strike",0,0,0.2396,1.8488,0,0
"29878","SI",95.4,592169,"called_strike",3,0,-0.2653,1.4711,3,3
"29879","SI",95.2,592169,"ball",2,0,0.2205,1.2975,3,3
"29886","FF",92.8,641941,"ball",1,1,1.1051,2.654,6,16
"29888","FF",93.9,641941,"ball",0,1,2.1716,2.8106,6,16
"29893","FT",92.7,605441,"called_strike",1,0,0.5267,2.7854,3,3
"29895","FT",94.4,605441,"ball",0,0,1.8504,-0.4319,3,3
"29896","FC",83.1,641941,"ball",1,1,-1.1863,3.7698,6,16
"29898","FF",93.4,641941,"called_strike",1,0,0.0708,2.2159,6,16
"29900","FF",93.1,641941,"ball",0,0,-0.8088,3.505,6,16
"29901","CU",76.4,571948,"ball",2,2,-1.7999,0.7402,3,3
"29905","SI",89.5,571948,"ball",1,2,-1.4801,1.1179,3,3
"29907","FC",82.7,641941,"ball",1,1,-1.9166,3.153,6,16
"29910","FF",94.1,641941,"called_strike",1,0,-0.8245,2.7602,6,16
"29911","SI",87,571948,"ball",0,1,2.6522,2.1475,3,3
"29912","SL",84.6,641438,"called_strike",0,0,-0.0054,2.4574,3,5
"29913","FC",83.3,641941,"ball",0,0,-1.2849,2.9318,6,16
"29914","SI",88.6,571948,"called_strike",0,0,-0.1615,1.2879,3,3
"29915","CU",79.1,641438,"called_strike",0,2,-0.4948,2.7691,3,5
"29919","FC",84.8,641941,"ball",0,2,0.2746,0.6038,6,16
"29921","SL",85.6,641438,"called_strike",0,0,-0.1446,2.8218,3,5
"29922","FF",93.4,641941,"called_strike",0,0,-0.5198,3.0124,6,16
"29924","SL",84.6,641438,"ball",0,1,0.404,3.6651,3,5
"29927","FF",93.4,641941,"ball",1,1,-1.5527,2.9687,5,16
"29930","FF",92.9,641941,"ball",0,1,0.9176,1.7047,5,16
"29933","FF",95.4,502748,"ball",2,2,1.5168,2.0481,8,8
"29935","CU",79.7,534812,"called_strike",0,0,0.974,2.6204,3,3
"29936","FF",93.4,641941,"called_strike",0,0,-0.6988,2.1953,5,16
"29937","FF",91.5,534812,"ball",3,2,-1.6674,2.801,3,3
"29938","FF",94.5,425492,"called_strike",0,0,-0.1604,2.6602,3,5
"29941","SL",82.3,502748,"ball",1,1,-0.2296,0.5362,8,8
"29942","FF",91.3,534812,"ball",2,2,-0.9701,5.3517,3,3
"29943","FF",92.7,521655,"ball",2,2,-1.2747,2.5719,5,16
"29944","FF",94.2,502748,"ball",0,1,-0.5451,4.0603,8,8
"29945","FF",91.8,534812,"ball",1,2,-1.1239,3.159,3,3
"29946","FF",93.9,521655,"ball",1,2,-1.2694,4.202,5,16
"29947","FF",91.5,534812,"ball",0,2,-1.0667,5.9157,3,3
"29951","SL",82.4,521655,"ball",0,1,0.4664,4.359,5,16
"29956","CU",75.5,521655,"called_strike",0,0,0.288,1.5644,5,16
"29958","FF",93.2,502748,"ball",1,2,-0.3777,3.7605,8,8
"29962","CU",79,534812,"ball",1,2,-1.4509,0.9541,3,3
"29965","FT",95.9,425492,"ball",0,0,-0.1679,3.3263,3,5
"29967","SL",83.4,521655,"ball",0,0,1.3353,1.6422,5,16
"29971","FF",93.7,502748,"ball",0,0,-0.8544,3.2033,8,8
"29975","CU",72.7,521655,"ball",2,2,-0.2215,3.8949,5,13
"29976","FF",90.8,534812,"ball",0,1,-0.1838,4.0489,3,3
"29978","FF",90.7,534812,"called_strike",0,0,0.0653,2.5711,3,3
"29979","FT",95.5,425492,"ball",3,1,-1.1837,3.4572,3,3
"29986","FF",95.4,425492,"ball",2,1,-1.3491,1.2297,3,3
"29987","FF",95.1,521655,"ball",1,2,-1.35,3.7251,5,13
"29988","CU",81.8,425492,"ball",1,1,-1.0049,2.8558,3,3
"29990","SL",86.5,547973,"ball",1,1,0.712,2.7003,6,10
"29993","SL",81.5,591693,"called_strike",1,0,-0.2999,2.1533,3,3
"29995","SL",82.7,502748,"ball",1,2,1.0117,0.7302,8,8
"29997","SL",82.5,591693,"ball",0,0,1.2504,2.1397,3,3
"29999","FF",98.9,547973,"ball",0,0,-1.1137,0.9449,6,10
"30001","FF",94.4,425492,"ball",0,0,-0.8984,1.8327,3,3
"30007","SL",83.3,591693,"ball",0,0,0.7799,3.5278,3,3
"30008","SL",85.5,547973,"called_strike",3,1,-0.2366,2.3396,6,10
"30010","FF",93.9,502748,"ball",0,0,1.1823,2.6481,8,8
"30012","FF",98.8,547973,"ball",2,1,-0.4652,1.0282,6,10
"30014","FF",93.3,591693,"ball",3,2,-0.2616,3.6819,3,3
"30016","FF",95.4,425492,"ball",1,2,1.7868,2.7982,3,3
"30017","CU",77.1,521655,"ball",0,0,1.9914,1.3924,5,13
"30018","FT",95.1,407845,"ball",2,2,1.4389,2.461,8,8
"30020","FT",94.4,425492,"called_strike",1,1,0.3064,2.6982,3,3
"30022","FT",95.8,407845,"ball",1,2,2.1704,2.113,8,8
"30024","FF",93.5,425492,"ball",0,1,1.1908,3.5054,3,3
"30028","SL",87.1,547973,"called_strike",0,0,0.3693,2.3265,6,10
"30030","FT",94.9,407845,"called_strike",1,1,0.2689,1.5988,8,8
"30031","CU",81.6,425492,"called_strike",0,0,-0.444,2.5071,3,3
"30033","FT",95.8,407845,"ball",0,1,1.2738,1.2391,8,8
"30036","SL",82.4,591693,"ball",2,1,1.1267,1.4832,3,3
"30041","FF",95.5,521655,"ball",0,1,-0.2805,4.1783,5,13
"30042","SL",86.7,547973,"called_strike",3,1,0.2278,1.9499,6,10
"30043","CU",74.3,521655,"called_strike",0,0,-0.1428,1.6532,5,13
"30044","SL",81.4,591693,"ball",1,0,1.1182,1.5934,3,3
"30048","FT",96.2,407845,"ball",3,2,0.42,1.3781,8,6
"30050","FF",95.4,547973,"ball",2,1,1.4771,2.2489,6,10
"30051","SL",82.9,591693,"ball",0,0,1.4131,0.6638,3,3
"30052","SL",84.8,547973,"ball",1,1,1.2007,3.0834,6,10
"30054","CH",82.7,407845,"ball",2,2,0.834,0.8723,8,6
"30055","FF",95.7,641438,"ball",2,2,-1.6795,2.442,2,3
"30058","SI",90.8,521655,"called_strike",0,1,-0.5092,2.1383,5,12
"30059","FF",92.9,591693,"ball",2,1,1.6662,2.174,3,3
"30061","FF",96.3,407845,"ball",1,2,0.3423,4.0201,8,6
"30062","FF",98,547973,"ball",0,0,0.6102,3.3625,6,10
"30063","CH",84.2,407845,"ball",0,2,0.8473,1.87,8,6
"30066","SL",82.6,591693,"ball",1,1,0.1468,0.9917,3,3
"30068","SL",83.3,591693,"ball",0,1,1.295,0.9563,3,3
"30075","FF",87.6,502202,"called_strike",0,0,0.0564,2.6628,3,7
"30076","FF",96.3,547973,"ball",1,1,-0.1474,4.0414,6,10
"30080","CH",83,407845,"called_strike",0,0,-0.7573,2.9004,8,6
"30082","FF",93.4,521655,"ball",0,0,1.3428,2.0707,5,12
"30083","FF",96.2,641871,"ball",0,0,0.9588,2.4279,2,7
"30086","FF",98.3,547973,"ball",0,1,0.3478,3.7432,6,10
"30088","FT",94,572750,"ball",2,2,-0.7383,4.1545,13,5
"30090","FF",94.3,572750,"ball",1,2,1.7977,2.5553,13,5
"30092","FF",96.9,547973,"called_strike",0,0,-0.0807,2.0213,6,10
"30093","FT",92.1,407845,"ball",0,0,-0.7121,3.7173,8,6
"30098","FF",87.8,502202,"called_strike",0,0,0.232,1.6287,3,7
"30099","FF",97.1,641871,"ball",1,0,0.7195,2.265,2,7
"30100","SL",80.1,521655,"ball",1,2,-0.3719,0.8565,5,12
"30102","CU",85.6,572750,"ball",0,2,0.1107,0.1166,13,5
"30103","SL",85.7,605476,"called_strike",2,2,-0.9122,2.3608,6,10
"30104","FT",94.9,407845,"called_strike",0,2,0.3849,2.679,8,6
"30106","FT",93.4,572750,"called_strike",0,1,0.4565,1.6383,13,5
"30108","SL",87.3,641871,"ball",0,0,-0.6419,3.7242,2,7
