"","pitch_type","release_speed","pitcher","description","balls","strikes","plate_x","plate_z","home_score","away_score"
"8055","FF",95.9,606930,"ball",2,0,0.5123,1.3776,1,4
"8059","SL",87.8,570632,"ball",1,2,1.6008,0.3117,1,1
"8063","CH",86,571710,"ball",2,2,-1.4236,2.3944,5,4
"8064","FF",88.4,543056,"called_strike",0,0,-0.1261,2.6019,1,4
"8067","FC",87.1,606930,"ball",1,0,-0.3266,3.2483,1,4
"8068","SL",87.3,570632,"ball",0,2,0.2708,4.6038,1,1
"8070","SL",81,644364,"called_strike",0,0,-0.2128,1.5933,2,0
"8073","SL",83.3,592454,"called_strike",2,1,0.6002,1.4736,4,4
"8082","FF",95.9,606930,"ball",0,0,0.1127,1.6591,1,4
"8083","FF",93.2,622608,"called_strike",1,1,0.2341,2.9097,5,3
"8084","SL",89.6,572070,"ball",1,2,-0.9736,2.4766,11,2
"8089","SL",84.8,521230,"ball",0,2,0.6888,-0.0745,1,4
"8092","FF",91.9,622608,"ball",0,1,-1.5629,1.9734,5,3
"8096","CH",84.8,571710,"ball",1,1,-2.2156,2.3251,5,4
"8097","SL",84.2,592454,"ball",1,0,1.1949,0.5087,4,4
"8099","CH",83.8,594835,"ball",0,1,-0.6129,0.3651,1,6
"8102","FC",91.5,606930,"ball",0,2,1.476,1.0544,1,4
"8105","SI",92.8,518397,"ball",0,0,-1.0499,0.8401,2,1
"8106","SL",81,622608,"called_strike",0,0,-0.7936,1.6798,5,3
"8108","CH",87.9,641438,"ball",0,1,-1.3765,2.1768,11,5
"8109","FF",95.2,592454,"ball",0,0,1.3611,0.4767,4,4
"8112","FF",94.9,571710,"called_strike",1,0,-0.9286,2.0614,5,4
"8114","FT",93.6,572403,"ball",1,0,0.6611,1.2644,0,1
"8116","FF",96.2,571710,"ball",0,0,-1.8561,2.4965,5,4
"8117","FC",90.1,606930,"called_strike",0,1,-0.3945,2.641,1,4
"8119","FF",95.3,572070,"called_strike",0,0,-0.3097,1.5904,11,2
"8120","FF",95.3,641438,"called_strike",0,0,-0.3199,1.6108,11,5
"8122","FT",92.3,607625,"called_strike",0,0,0.3704,3.454,2,0
"8127","SI",91.4,518397,"called_strike",2,2,-0.5291,2.7972,2,1
"8130","FC",89.5,606930,"called_strike",0,0,0.3946,2.6636,1,4
"8133","FF",92.7,521230,"called_strike",0,0,0.7205,2.5028,1,4
"8136","FF",92.8,572955,"called_strike",0,0,0.1046,2.2085,1,6
"8138","FF",95,592454,"called_strike",1,1,-0.9299,2.9493,4,4
"8144","SL",84,622608,"ball",1,2,2.242,0.9153,5,3
"8145","CH",87.9,592454,"called_strike",1,0,0.786,2.6549,4,4
"8151","FT",96.3,572070,"ball",0,0,0.1872,0.421,11,2
"8153","FF",95.1,571710,"ball",0,0,-0.4058,1.1772,3,4
"8154","CH",69.6,592222,"ball",0,0,-1.1015,1.5202,1,4
"8157","CH",88.8,592454,"ball",0,0,-1.2634,2.2192,4,4
"8160","FF",94.3,641438,"called_strike",0,0,0.2988,2.4343,11,5
"8163","FF",91.2,502327,"ball",0,0,-1.5826,1.8341,6,4
"8164","SL",82.2,622608,"ball",0,2,0.3768,1.5379,5,3
"8166","FF",91,621385,"ball",0,0,-1.5695,1.4042,0,1
"8170","FF",92.8,622608,"called_strike",0,1,0.1043,2.2301,5,3
"8172","FF",95.6,606930,"called_strike",1,0,0.3407,2.3742,1,4
"8174","FF",90.9,596074,"ball",2,2,-1.3419,4.0601,1,1
"8177","FF",98.1,571710,"ball",2,2,0.9665,1.4183,3,4
"8179","FF",91.1,572955,"ball",1,2,-0.6393,4.5883,1,6
"8183","FF",91.8,518748,"ball",0,1,0.7433,4.3097,0,1
"8184","FF",96,572070,"ball",2,1,0.0463,0.9195,11,2
"8185","SI",93.5,518397,"ball",1,1,-0.6691,1.5898,2,1
"8186","FF",92.8,622608,"called_strike",0,0,-0.157,2.9881,5,3
"8190","FC",89.4,606930,"ball",0,0,1.2039,1.9076,1,4
"8191","SI",83.5,592222,"ball",0,2,0.7524,3.2478,1,4
"8194","SL",87.1,595411,"called_strike",0,2,-0.931,2.2364,1,4
"8201","SL",86.7,607625,"called_strike",0,0,0.9447,1.8867,2,0
"8202","FC",87.2,572955,"ball",0,2,2.2146,1.4796,1,6
"8204","CU",80.5,572070,"ball",1,1,-1.2763,2.7778,11,2
"8207","FF",95.6,572070,"ball",0,1,-0.5618,4.6622,11,2
"8209","CU",81.3,572955,"called_strike",0,1,0.8763,1.7313,1,6
"8210","FF",90.8,596074,"called_strike",2,0,-0.8926,2.4228,1,1
"8211","FF",95.9,571710,"ball",1,1,-1.8058,2.9026,3,4
"8212","FF",92.6,622608,"called_strike",0,0,0.6725,3.1066,5,3
"8213","SI",84.6,592222,"called_strike",0,0,0.2123,2.0375,1,4
"8216","FF",92.5,518397,"ball",0,0,-0.3561,3.7501,2,1
"8218","FF",92.3,502327,"ball",1,0,-0.5385,1.2536,6,4
"8219","FF",91.1,518748,"ball",0,0,-0.3765,3.6456,0,1
"8220","FF",90.3,518397,"ball",3,1,1.2097,2.3174,2,1
"8221","SL",86.3,605441,"ball",2,2,0.6399,-0.5073,2,0
"8224","SI",92.1,595411,"called_strike",0,0,0.1644,2.3064,1,4
"8225","CU",77.4,502327,"ball",0,0,-1.6066,1.3579,6,4
"8226","FF",90.9,596074,"ball",1,0,-1.1507,2.872,1,1
"8227","FF",89.9,643493,"ball",1,0,0.8249,1.0547,4,4
"8228","FF",95.4,572070,"called_strike",0,0,-0.8634,2.4143,11,2
"8230","SL",85.2,571710,"ball",0,1,0.0334,0.7626,3,4
"8231","FC",86.5,572955,"called_strike",0,0,0.842,1.8134,1,6
"8232","FF",93.7,643493,"ball",0,0,1.1248,2.8214,4,4
"8234","SI",83.4,592222,"ball",0,0,-1.155,1.8845,1,4
"8236","SL",84.3,571710,"called_strike",0,0,-0.7908,2.6185,3,4
"8241","SL",84.8,596074,"ball",0,0,-1.6263,2.2363,1,1
"8244","FF",90.6,518397,"ball",2,1,-1.2842,2.1151,2,1
"8245","SI",92.1,595411,"ball",1,2,-1.6827,2.2664,1,4
"8250","FF",93.1,502327,"ball",2,2,-0.8515,1.3535,6,4
"8251","FT",93.7,605441,"called_strike",2,0,-1.1172,2.3217,2,0
"8255","SL",87.2,544836,"called_strike",2,0,-0.1659,1.3534,10,5
"8258","SI",89.6,519096,"ball",0,2,1.0648,1.7165,9,2
"8259","SL",85.2,544836,"ball",1,0,-0.2601,1.0933,10,5
"8261","SI",90.9,518397,"ball",1,0,-0.9342,2.3113,2,1
"8262","FF",94.6,571710,"ball",1,1,-0.7238,1.7168,3,4
"8263","SL",80.9,605441,"ball",1,0,-1.992,4.0523,2,0
"8264","SI",91.3,489334,"ball",1,2,1.4195,1.257,5,3
"8265","SI",90.9,595411,"ball",0,2,-0.0695,3.1795,1,4
"8271","FF",92.4,643493,"called_strike",0,0,-0.0493,2.0096,4,4
"8272","SI",90.2,594835,"called_strike",1,0,-0.0341,1.8382,1,6
"8273","SL",87.2,544836,"ball",0,0,-1.4168,1.7618,10,5
"8275","FF",94.2,571710,"called_strike",1,0,-0.64,2.4871,3,4
"8277","FF",93.4,605441,"ball",0,0,-0.2329,3.8167,2,0
"8279","CU",76.4,596001,"ball",0,0,-0.8858,3.405,0,1
"8280","FF",91.1,502327,"ball",1,1,1.0526,3.3636,6,4
"8281","SI",90.8,595411,"called_strike",0,1,0.0042,1.9164,1,4
"8282","FF",92.3,518397,"ball",0,0,0.8894,4.237,2,1
"8283","SL",84.7,596074,"called_strike",2,0,0.7125,1.8701,1,1
"8284","SI",92,489334,"ball",0,2,-0.5024,0.3367,5,3
"8285","SL",84,595411,"called_strike",0,0,0.1562,2.489,1,4
"8287","FF",90.3,596074,"ball",1,0,0.0986,1.3396,1,1
"8288","SL",85.2,502327,"ball",0,1,-1.3216,3.3381,6,4
"8289","FF",94.5,571710,"ball",0,0,-1.6582,3.589,3,4
"8295","SI",89.7,594835,"ball",0,0,-0.0942,1.371,1,6
"8296","CH",87.3,521230,"ball",2,1,-0.703,0.7524,1,4
"8298","SI",90.1,519096,"called_strike",0,0,0.4514,2.409,9,2
"8300","CH",87,521230,"called_strike",2,0,-0.1908,1.8183,1,4
"8301","SL",81.7,621385,"ball",3,2,-1.1152,2.5248,0,1
"8303","FF",91.8,502327,"called_strike",0,0,-0.1027,3.0074,6,4
"8304","SL",82.7,596074,"ball",0,0,-1.2781,2.7467,1,1
"8307","SI",92,489334,"called_strike",0,1,-0.7044,2.994,5,3
"8313","SI",90.2,594835,"ball",0,1,-0.6394,3.0937,1,6
"8314","SL",84.2,621385,"ball",2,2,-1.5639,1.349,0,1
"8317","FF",89.9,519096,"called_strike",0,2,0.8494,2.658,9,2
"8318","FF",91,596074,"called_strike",2,2,0.0772,2.3512,1,1
"8319","FF",95.3,592454,"called_strike",0,1,0.7724,2.8496,4,2
"8320","SL",83.9,521230,"ball",1,0,0.1405,0.7823,1,4
"8321","SI",93,518397,"ball",0,1,0.7805,1.3853,2,1
"8322","KC",79.2,489334,"called_strike",0,0,-0.1991,2.5207,5,3
"8324","SI",91.7,518397,"called_strike",0,0,-0.2731,1.8723,2,1
"8325","FT",92.4,521230,"ball",0,0,-0.1079,1.6361,1,4
"8329","FF",90.9,596074,"ball",1,2,2.0501,4.6355,1,1
"8333","FF",94.6,606965,"ball",1,1,1.5063,2.1408,3,4
"8334","FF",90.9,592130,"called_strike",3,1,-0.5596,1.6508,6,4
"8335","CU",77.9,594835,"called_strike",0,0,0.0838,2.2066,1,6
"8338","SI",89.8,519096,"called_strike",0,0,0.135,1.6583,9,2
"8340","SL",83.5,595411,"ball",0,0,1.1315,2.7323,1,4
"8343","FF",93,606965,"called_strike",1,0,-0.3009,1.7095,3,4
"8345","CH",80.3,592130,"ball",2,1,-1.4998,2.2385,6,4
"8347","FF",89.3,621385,"called_strike",2,0,0.0068,2.3564,0,1
"8349","FF",90.2,621385,"ball",1,0,-1.1961,3.3713,0,1
"8350","KC",80.6,643327,"ball",2,1,-1.4552,3.0397,2,1
"8351","SI",91.3,489334,"called_strike",0,0,0.7097,2.0854,5,3
"8354","CH",83.5,519096,"ball",3,2,-0.5502,1.4817,9,2
"8356","FF",89.5,592130,"ball",1,1,-1.1623,2.7261,6,4
"8357","CH",82.7,606965,"ball",0,0,0.1184,1.0266,3,4
"8361","CH",81.5,596074,"ball",0,2,0.3622,1.141,1,1
"8364","CH",80.3,592130,"ball",0,1,0.2596,1.4825,6,4
"8365","CH",83.6,606965,"ball",3,2,0.758,1.037,3,4
"8366","CU",78.1,594835,"called_strike",0,1,0.9424,2.6399,1,6
"8368","FF",95.2,544836,"ball",2,2,0.3425,4.0522,10,5
"8369","SL",80.6,621385,"ball",0,0,-1.3048,1.2117,0,1
"8371","FF",90,643327,"ball",1,1,0.8329,1.366,2,1
"8373","FT",90.7,521230,"called_strike",0,0,-0.6646,2.2364,1,4
"8374","CH",82.5,519096,"ball",2,2,-0.994,1.4879,9,2
"8376","FF",89.8,519096,"ball",1,2,0.4027,3.907,9,2
"8378","FT",91.7,521230,"ball",3,1,0.2706,3.6,1,4
"8379","SI",86.9,594835,"called_strike",0,0,1.1221,2.6145,1,6
"8381","CH",82.2,606965,"ball",2,2,-1.3214,3.6146,3,4
"8384","FF",94.2,606930,"called_strike",3,0,-0.2348,1.4929,1,4
"8386","CH",80.3,596074,"called_strike",0,0,0.0484,2.1447,1,1
"8387","KC",81.8,643327,"ball",0,1,-0.7344,1.2125,2,1
"8388","FF",97,606930,"ball",2,0,0.0457,1.0315,1,4
"8391","KC",79.8,643327,"called_strike",0,0,-0.1739,2.5279,2,1
"8392","CH",81.9,606965,"called_strike",2,1,-0.6805,3.0585,3,4
"8394","FF",93,521230,"ball",2,1,1.0941,3.2818,1,4
"8400","SL",86.5,543935,"ball",0,0,1.9167,0.6342,0,1
"8403","CH",83.4,519096,"ball",0,1,-0.6008,1.1687,9,2
"8407","CU",80.8,544836,"ball",1,1,1.1173,0.5717,10,5
"8408","CU",74.7,656547,"ball",0,1,-1.777,3.2214,4,2
"8409","FF",93.3,606965,"ball",1,1,1.3008,2.7043,3,4
"8411","FC",90,606930,"ball",1,0,0.7789,0.8585,1,4
"8413","CU",74.8,594902,"called_strike",0,0,0.3667,1.5664,1,0
"8415","FF",95.9,606930,"ball",0,0,1.4879,2.177,1,4
"8416","FF",91,656547,"called_strike",0,0,-0.6151,2.3267,4,2
"8417","SL",85,521230,"ball",1,0,-0.7668,-0.1345,1,4
"8419","SI",89,643327,"called_strike",0,0,-0.1536,3.2882,2,1
"8420","SI",90,519096,"called_strike",0,0,-0.7227,2.2187,9,2
"8423","CH",78.6,592130,"ball",0,0,-0.029,1.2089,6,4
"8425","SL",86.3,543935,"ball",0,2,2.3494,1.0031,0,1
"8426","SL",89.7,544836,"called_strike",1,0,0.2045,2.0854,10,5
"8430","SL",84,570632,"ball",1,1,0.9812,1.2377,1,1
"8431","CH",87.7,623184,"ball",1,2,0.4951,0.8313,5,3
"8433","FF",93.7,572955,"ball",1,1,0.7545,3.9411,1,6
"8435","FF",95.8,544836,"ball",0,0,0.0768,1.2288,10,5
"8436","SL",80.1,594902,"called_strike",0,0,-0.3805,3.0002,0,0
"8438","CH",80.7,606965,"ball",0,0,-1.6929,0.9163,3,4
"8439","FT",91.5,521230,"ball",0,0,-1.1369,2.2159,1,4
"8442","FF",92.6,592130,"called_strike",1,1,0.5611,2.8974,6,3
"8443","KC",82.5,643327,"ball",0,2,-0.4075,0.9955,2,1
"8444","SI",90.6,519096,"called_strike",1,1,0.7012,2.4223,8,2
"8448","SL",85.3,570632,"ball",0,1,1.1561,1.27,1,1
"8452","CU",81.3,572955,"called_strike",1,0,-0.7466,1.846,1,6
"8454","FF",93.5,572955,"ball",0,0,-1.1312,3.0222,1,6
"8458","SL",85.6,434378,"called_strike",2,2,0.697,2.7222,3,4
"8459","FF",95.2,544836,"ball",0,2,1.3509,1.1048,10,5
"8461","SL",85.5,521230,"called_strike",0,0,0.3098,1.6225,1,4
"8463","SI",90.8,519096,"ball",0,1,1.1423,1.6507,8,2
"8464","FF",91.5,656547,"called_strike",1,0,1.0516,2.332,4,1
"8467","KC",79.7,643327,"called_strike",0,0,0.3148,2.8669,2,1
"8468","FF",92.2,572955,"ball",3,2,-1.2897,3.8425,1,6
"8469","FF",91.6,656547,"ball",0,0,-0.9993,3.1081,4,1
"8471","SI",91,519096,"called_strike",0,0,0.1002,1.9971,8,2
"8472","FF",95.9,606930,"ball",1,0,1.4365,1.9934,1,4
"8473","SL",87.2,434378,"ball",1,2,1.371,1.4351,3,4
"8475","FT",89.3,430935,"called_strike",3,2,0.0366,2.8863,1,4
"8476","CU",79.6,596001,"ball",0,1,-1.2826,4.2414,0,1
"8478","FF",92,592130,"called_strike",0,0,0.147,2.1878,6,3
"8483","CU",78,596001,"called_strike",0,0,0.1375,3.0882,0,1
"8484","FF",92.7,572955,"ball",2,2,-1.4968,4.0251,1,6
"8485","FF",95.8,606930,"ball",0,0,1.7558,2.1192,1,4
"8486","FF",95.2,544836,"called_strike",0,0,0.4016,1.4619,10,5
"8492","SL",87.4,457918,"ball",1,1,-1.0557,0.0701,6,3
"8496","FF",91.8,477132,"ball",0,0,0.2408,4.091,2,1
"8501","FF",90.4,519096,"ball",1,2,-0.0168,4.5977,8,2
"8504","SL",85.7,570632,"ball",2,2,-1.5585,2.2439,1,1
"8507","SL",86.5,434378,"ball",0,2,1.7275,-0.0617,3,4
"8519","SL",80.1,656427,"called_strike",2,0,-0.7164,2.573,0,4
"8521","SL",88,477132,"ball",1,0,-0.4397,1.1389,2,1
"8522","FF",89.5,656547,"called_strike",0,2,-0.2886,3.0988,4,1
"8524","CH",87.2,457918,"ball",0,0,0.7684,0.8287,6,3
"8525","SI",89.8,519096,"ball",0,1,-1.3039,2.4928,8,2
"8527","SL",86.4,434378,"called_strike",0,1,0.6319,1.5521,3,4
"8528","FF",94.6,544836,"ball",1,1,1.5305,2.9362,10,5
"8529","FC",84.3,430935,"ball",0,2,-1.1006,1.0772,1,4
"8530","CH",90,570632,"ball",1,1,-0.1353,-0.4773,1,1
"8532","FF",92.1,572955,"called_strike",0,0,-0.3464,2.7326,1,6
"8533","FF",89.9,430935,"called_strike",0,1,0.5416,3.2926,1,4
"8534","FF",93.5,544836,"ball",0,1,-0.3556,0.9391,10,5
"8536","CH",90.7,570632,"ball",0,1,-0.3292,0.0175,1,1
"8537","SI",88.2,596001,"called_strike",0,0,-0.5549,2.2736,0,1
"8538","KC",75.1,656427,"ball",1,0,-1.4399,2.865,0,4
"8540","FF",91.1,656547,"called_strike",0,1,0.4766,1.9976,4,1
"8541","SI",89.1,519096,"called_strike",0,0,-0.5724,2.3358,8,2
"8542","FT",91,573109,"called_strike",0,1,-1.1935,2.2429,0,0
"8543","FF",91.2,477132,"ball",0,0,-0.9684,3.2139,2,1
"8544","FC",87.9,573109,"called_strike",0,0,0.5738,3.0803,0,0
"8545","CU",74.6,457918,"ball",0,0,1.7689,2.7275,6,3
"8550","FT",93.4,570632,"called_strike",0,0,-0.6686,1.4204,1,1
"8553","SL",86,623184,"ball",1,0,-1.7832,3.0466,4,3
"8554","FF",93,544836,"called_strike",0,0,0.3923,2.5623,10,5
"8556","KC",76.2,656427,"ball",0,0,-0.5314,3.7246,0,4
"8558","FF",91.7,656427,"called_strike",2,2,0.848,1.7351,0,4
"8561","SI",88.7,596001,"ball",0,1,-1.029,0.8342,0,1
"8562","CU",79.6,572955,"ball",0,1,-1.686,2.8542,1,6
"8566","FT",93.1,623184,"ball",0,0,-1.516,3.369,4,3
"8567","FC",84.7,430935,"ball",3,1,2.0497,3.6475,1,4
"8568","SI",87.9,519096,"ball",0,0,-1.3744,2.7218,8,2
"8569","FT",89.6,456068,"called_strike",1,2,-0.9433,1.587,6,3
"8570","FT",89.3,573109,"ball",2,2,-0.5365,0.9137,0,0
"8572","FF",95.2,434378,"ball",0,1,1.2455,3.1838,3,4
"8574","FC",85,430935,"ball",2,1,0.1714,1.3988,1,4
"8579","FF",92.8,502042,"ball",1,2,-0.1654,4.2414,4,1
"8580","CH",90,570632,"ball",0,1,0.5732,0.1952,1,1
